# x y z
1.28413 2.22419 1.96698
1.34773 2.27437 2.4073
1.41134 2.32456 2.84762
1.47494 2.37475 3.28794
1.53855 2.42493 3.72826
1.60215 2.47512 4.16858
1.66575 2.5253 4.60889
1.72936 2.57549 5.04921
1.79296 2.62567 5.48953
2.52963 2.96871 -0.849604
2.91079 3.21009 -1.06131
3.29194 3.45147 -1.27301
3.6731 3.69285 -1.48472
4.05425 3.93424 -1.69642
4.43541 4.17562 -1.90813
4.81656 4.417 -2.11983
5.19772 4.65839 -2.33154
1.85814 1.83031 1.79856
2.03642 1.79505 2.17222
2.21471 1.7598 2.54589
2.39299 1.72454 2.91956
2.57128 1.68929 3.29322
2.74957 1.65403 3.66689
2.92785 1.61878 4.04056
3.10614 1.58352 4.41422
3.28442 1.54827 4.78789
0.122764 0.837883 -1.37111
-0.0671292 0.586322 -1.66791
-0.257022 0.334761 -1.96471
-0.446915 0.0832005 -2.26151
-0.636808 -0.16836 -2.55831
-0.826701 -0.419921 -2.85511
-1.01659 -0.671481 -3.15191
-1.20649 -0.923042 -3.44871
-1.39638 -1.1746 -3.74551
0.361146 1.683 -1.86852
0.212539 1.60926 -2.30317
0.0639321 1.53552 -2.73781
-0.0846749 1.46178 -3.17246
-0.233282 1.38804 -3.60711
-0.381889 1.3143 -4.04175
-0.530496 1.24056 -4.4764
-0.679103 1.16682 -4.91104
-0.82771 1.09308 -5.34569
0.961904 0.17134 0.809044
0.954135 -0.201575 0.97403
0.946366 -0.57449 1.13902
0.938598 -0.947404 1.304
0.930829 -1.32032 1.46899
0.92306 -1.69323 1.63398
0.915291 -2.06615 1.79896
0.907522 -2.43906 1.96395
0.899754 -2.81198 2.12894
1.69162 3.82473 0.438189
1.83737 4.20927 0.530531
1.98312 4.59381 0.622873
2.12887 4.97834 0.715215
2.27461 5.36288 0.807557
2.42036 5.74742 0.899899
2.56611 6.13195 0.992241
2.71186 6.51649 1.08458
2.85761 6.90103 1.17692
0.82486 1.56017 -1.94316
0.786169 1.46301 -2.37243
0.747478 1.36585 -2.8017
0.708788 1.26869 -3.23097
0.670097 1.17152 -3.66024
0.631406 1.07436 -4.08951
0.592716 0.977196 -4.51878
0.554025 0.880033 -4.94805
1.97131 1.75891 -1.7316
2.21167 1.69926 -2.1601
2.45203 1.6396 -2.58861
2.69239 1.57994 -3.01711
2.93275 1.52028 -3.44561
3.17311 1.46062 -3.87412
3.41347 1.40096 -4.30262
3.65383 1.3413 -4.73112
3.89419 1.28164 -5.15963
0.471069 1.59397 1.88557
0.346536 1.49837 2.32951
0.222003 1.40277 2.77346
0.0974695 1.30717 3.2174
-0.0270637 1.21158 3.66135
-0.151597 1.11598 4.10529
-0.27613 1.02038 4.54924
-0.400663 0.924784 4.99318
0.996898 2.06255 1.99902
0.996142 2.0778 2.48646
0.995386 2.09305 2.97389
0.994629 2.1083 3.46133
0.993873 2.12355 3.94876
0.993117 2.1388 4.4362
0.99236 2.15405 4.92364
0.991604 2.1693 5.41107
1.85857 3.78668 0.265741
2.06226 4.21058 0.328789
2.26596 4.63447 0.391837
2.46966 5.05837 0.454884
2.67336 5.48226 0.517932
2.87705 5.90616 0.58098
3.08075 6.33005 0.644027
3.28445 6.75395 0.707075
-0.85537 2.74377 -0.0663884
-1.26767 2.90905 -0.0811412
-1.67997 3.07433 -0.0958939
-2.09227 3.23961 -0.110647
-2.50457 3.40489 -0.1254
-2.91687 3.57017 -0.140152
-3.32917 3.73545 -0.154905
-3.74146 3.90073 -0.169658
0.230213 2.05706 1.84504
0.0477084 2.07059 2.28247
-0.134796 2.08412 2.7199
-0.3173 2.09765 3.15733
-0.499805 2.11118 3.59476
-0.682309 2.12471 4.03219
-0.864814 2.13823 4.46962
-1.04732 2.15176 4.90705
1.65056 2.40627 -1.84708
1.80367 2.50188 -2.28178
1.95677 2.59749 -2.71647
2.10988 2.6931 -3.15116
2.26298 2.78871 -3.58585
2.41609 2.88432 -4.02055
2.56919 2.97993 -4.45524
2.72229 3.07554 -4.88993
1.28423 3.4013 -1.39841
1.3434 3.69303 -1.68954
1.40257 3.98475 -1.98066
1.46174 4.27648 -2.27179
1.52092 4.5682 -2.56291
1.58009 4.85993 -2.85404
1.63926 5.15165 -3.14516
1.69843 5.44338 -3.43629
1.3445 1.60078 1.92923
1.42692 1.50527 2.39078
1.50934 1.40977 2.85232
1.59175 1.31426 3.31386
1.67417 1.21875 3.7754
1.75659 1.12324 4.23694
1.839 1.02773 4.69848
1.92142 0.932227 5.16003
0.99892 2.00033 -2
0.99868 2.0004 -2.44574
0.998439 2.00047 -2.89148
0.998199 2.00055 -3.33722
0.997958 2.00062 -3.78297
0.997717 2.00069 -4.22871
0.997477 2.00077 -4.67445
0.997236 2.00084 -5.12019
0.996995 2.00091 -5.56593
1.83077 3.11871 -1.43468
2.03735 3.39689 -1.79143
2.24393 3.67507 -2.14818
2.45052 3.95326 -2.50493
2.6571 4.23144 -2.86168
2.86368 4.50962 -3.21844
3.07026 4.7878 -3.57519
3.27684 5.06598 -3.93194
3.48342 5.34416 -4.28869
2.4542 0.900698 0.8227
2.80337 0.63674 1.02024
3.15255 0.372782 1.21778
3.50172 0.108823 1.41533
3.8509 -0.155135 1.61287
4.20007 -0.419093 1.81041
4.54924 -0.683051 2.00795
4.89842 -0.947009 2.20549
0.991149 1.67586 -1.97354
0.989095 1.60066 -2.43142
0.987042 1.52546 -2.8893
0.984988 1.45025 -3.34718
0.982935 1.37505 -3.80506
0.980881 1.29985 -4.26294
0.978828 1.22464 -4.72082
0.976774 1.14944 -5.1787
0.97472 1.07424 -5.63658
0.329145 0.433722 -1.04725
0.181743 0.089574 -1.27735
0.0343404 -0.254574 -1.50746
-0.113062 -0.598722 -1.73756
-0.260465 -0.94287 -1.96767
-0.407867 -1.28702 -2.19777
-0.55527 -1.63117 -2.42788
-0.702672 -1.97531 -2.65798
1.08679 1.85502 -1.99285
1.10819 1.81926 -2.48446
1.1296 1.7835 -2.97608
1.15101 1.74773 -3.4677
1.17242 1.71197 -3.95931
1.19383 1.6762 -4.45093
1.21524 1.64044 -4.94254
1.23665 1.60467 -5.43416
1.25806 1.56891 -5.92577
-0.376603 0.582669 -0.310059
-0.65213 0.298991 -0.372117
-0.927656 0.0153122 -0.434175
-1.20318 -0.268366 -0.496233
-1.47871 -0.552045 -0.558291
-1.75424 -0.835723 -0.62035
-2.02976 -1.1194 -0.682408
-2.30529 -1.40308 -0.744466
-0.556033 1.27413 -1.02561
-0.895649 1.1157 -1.24945
-1.23526 0.957271 -1.4733
-1.57488 0.798843 -1.69715
-1.9145 0.640415 -1.92099
-2.25411 0.481988 -2.14484
-2.59373 0.32356 -2.36869
-2.93335 0.165133 -2.59253
0.757906 0.583684 -1.3912
0.701134 0.251554 -1.71744
0.644362 -0.0805758 -2.04368
0.58759 -0.412706 -2.36992
0.530819 -0.744835 -2.69616
0.474047 -1.07697 -3.0224
0.417275 -1.4091 -3.34864
0.360503 -1.74123 -3.67488
1.39722 2.28918 1.93871
1.49061 2.35717 2.39453
1.584 2.42516 2.85035
1.67739 2.49316 3.30617
1.77078 2.56115 3.76199
1.86417 2.62914 4.21781
1.95756 2.69713 4.67363
2.05096 2.76512 5.12945
2.14435 2.83311 5.58527
-0.528737 2.06227 1.28806
-0.860872 2.0758 1.5679
-1.19301 2.08933 1.84774
-1.52514 2.10286 2.12759
-1.85728 2.11639 2.40743
-2.18941 2.12992 2.68728
-2.52155 2.14345 2.96712
-2.85368 2.15698 3.24697
-3.18582 2.17051 3.52681
0.614771 3.16329 -1.58062
0.529179 3.42176 -1.93181
0.443587 3.68022 -2.28299
0.357995 3.93869 -2.63418
0.272403 4.19715 -2.98537
0.186811 4.45562 -3.33656
0.101219 4.71408 -3.68775
0.0156272 4.97254 -4.03894
-0.0699647 5.23101 -4.39012
0.883146 3.30454 1.51146
0.858542 3.57922 1.82971
0.833938 3.85389 2.14795
0.809334 4.12857 2.46619
0.78473 4.40325 2.78444
0.760125 4.67792 3.10268
0.735521 4.9526 3.42092
0.710917 5.22727 3.73917
0.686313 5.50195 4.05741
0.742877 2.35058 1.95217
0.689098 2.4239 2.36049
0.635318 2.49723 2.76881
0.581538 2.57056 3.17713
0.527758 2.64388 3.58545
0.473978 2.71721 3.99377
0.420198 2.79054 4.40208
0.366418 2.86386 4.8104
0.85298 3.42442 1.39621
0.822596 3.7188 1.68476
0.792213 4.01318 1.97331
0.761829 4.30756 2.26186
0.731445 4.60193 2.5504
0.701061 4.89631 2.83895
0.670677 5.19069 3.1275
0.640293 5.48507 3.41605
0.875041 2.02023 1.99599
0.848467 2.02453 2.42047
0.821893 2.02883 2.84494
0.795319 2.03313 3.26942
0.768745 2.03743 3.69389
0.742171 2.04173 4.11837
0.715596 2.04604 4.54284
0.689022 2.05034 4.96732
0.662448 2.05464 5.39179
2.06644 0.317921 0.182551
2.283 -0.0236683 0.219623
2.49957 -0.365258 0.256695
2.71614 -0.706847 0.293767
2.93271 -1.04844 0.330838
3.14927 -1.39003 0.36791
3.36584 -1.73162 0.404982
3.58241 -2.0732 0.442054
1.04176 2.1032 1.9969
1.05031 2.12433 2.40567
1.05886 2.14545 2.81444
1.06741 2.16658 3.22321
1.07596 2.1877 3.63198
1.08451 2.20883 4.04075
1.09305 2.22995 4.44953
1.1016 2.25108 4.8583
1.11015 2.27221 5.26707
1.32445 3.42104 -1.36945
1.39151 3.71474 -1.65249
1.45857 4.00845 -1.93554
1.52563 4.30215 -2.21858
1.59268 4.59586 -2.50162
1.65974 4.88956 -2.78467
1.7268 5.18327 -3.06771
1.79386 5.47697 -3.35075
1.86092 5.77068 -3.6338
2.53978 1.19335 -0.989141
2.90832 1.00028 -1.22589
3.27686 0.80721 -1.46264
3.6454 0.614141 -1.69938
4.01394 0.421072 -1.93613
4.38248 0.228002 -2.17288
4.75102 0.0349331 -2.40963
5.11956 -0.158136 -2.64637
5.4881 -0.351205 -2.88312
2.66447 1.94715 -1.10759
3.04737 1.93499 -1.36239
3.43028 1.92283 -1.61718
3.81318 1.91068 -1.87198
4.19609 1.89852 -2.12678
4.57899 1.88636 -2.38157
4.9619 1.8742 -2.63637
5.3448 1.86204 -2.89117
5.72771 1.84989 -3.14597
2.77776 2.78416 -0.473967
3.21407 2.97661 -0.590289
3.65037 3.16906 -0.706611
4.08667 3.36152 -0.822933
4.52297 3.55397 -0.939255
4.95927 3.74642 -1.05558
5.39557 3.93887 -1.1719
